age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,y
32,unemployed,single,5.0,yes,yes,cellular,6,3,310,1,0,nonexistent,1
31,services,married,4.0,no,yes,telephone,6,5,35,1,0,nonexistent,0
52,self-employed,married,6.0,yes,no,telephone,6,5,32,1,0,nonexistent,0
38,blue-collar,married,2.0,no,yes,cellular,6,5,148,2,2,success,0
38,blue-collar,married,2.0,no,no,cellular,6,5,346,2,3,success,0
38,blue-collar,married,2.0,yes,no,cellular,6,5,106,1,2,failure,0
29,services,single,4.0,no,yes,telephone,6,1,6,1,0,nonexistent,0
28,admin.,married,4.0,no,yes,telephone,6,1,13,1,0,nonexistent,0
47,admin.,divorced,4.0,yes,no,telephone,6,1,302,1,0,nonexistent,1
48,admin.,married,4.0,yes,no,telephone,6,1,54,1,0,nonexistent,0
32,blue-collar,single,3.0,yes,no,telephone,6,2,29,1,0,nonexistent,0
35,technician,single,5.0,no,no,telephone,6,2,149,1,0,nonexistent,0
35,technician,single,5.0,yes,no,cellular,6,2,187,1,2,success,1
47,blue-collar,married,3.0,,,cellular,6,2,380,1,0,nonexistent,1
47,blue-collar,married,3.0,no,no,cellular,6,2,544,1,0,nonexistent,0
21,student,single,4.0,yes,no,telephone,6,2,30,1,2,success,0
29,unemployed,single,6.0,yes,no,telephone,6,2,198,1,0,nonexistent,0
26,entrepreneur,single,4.0,no,no,telephone,6,2,49,1,0,nonexistent,0
37,unemployed,married,4.0,yes,no,telephone,6,2,29,1,0,nonexistent,0
34,technician,married,4.0,yes,no,cellular,6,3,190,1,4,success,1
29,admin.,single,6.0,yes,no,cellular,6,3,200,1,3,success,1
34,admin.,married,6.0,no,no,cellular,6,3,150,1,2,success,1
33,admin.,single,6.0,no,no,cellular,6,3,206,1,1,success,1
44,technician,married,6.0,yes,no,telephone,6,3,712,1,3,failure,1
38,technician,single,4.0,no,no,telephone,6,3,118,1,0,nonexistent,0
29,admin.,single,6.0,yes,no,telephone,6,3,294,2,1,success,0
44,technician,married,6.0,no,no,cellular,6,3,874,2,1,failure,1
28,services,married,4.0,no,yes,cellular,6,3,479,2,2,success,1
27,blue-collar,single,6.0,no,no,cellular,6,3,722,2,0,nonexistent,0
29,admin.,single,6.0,no,no,cellular,6,3,192,2,4,success,1
27,admin.,married,4.0,yes,no,telephone,6,3,46,1,0,nonexistent,0
28,admin.,single,6.0,no,no,telephone,6,5,138,1,0,nonexistent,0
37,admin.,married,6.0,yes,no,cellular,6,5,135,1,2,failure,0
37,admin.,married,6.0,,,cellular,6,5,602,1,1,success,1
35,admin.,single,6.0,no,yes,cellular,6,1,141,2,3,success,0
50,management,married,6.0,no,no,telephone,6,1,278,5,1,success,1
36,management,divorced,6.0,yes,no,cellular,6,1,422,1,4,success,1
23,student,single,4.0,yes,no,telephone,6,1,434,1,1,success,1
39,technician,married,6.0,yes,no,cellular,6,1,187,1,5,success,1
89,retired,divorced,1.0,no,no,cellular,6,1,245,1,0,nonexistent,1
30,self-employed,married,6.0,yes,no,cellular,6,1,661,1,0,nonexistent,1
21,student,single,4.0,yes,no,cellular,6,1,270,1,0,nonexistent,1
39,management,married,6.0,no,no,cellular,6,1,168,1,1,failure,0
30,self-employed,married,6.0,no,no,cellular,6,1,212,4,0,nonexistent,1
36,self-employed,single,6.0,no,yes,cellular,6,1,458,1,4,success,1
39,technician,married,6.0,yes,no,cellular,6,1,713,2,0,nonexistent,1
59,unemployed,married,1.0,yes,no,cellular,6,1,614,1,2,success,1
35,technician,single,6.0,no,no,cellular,6,1,516,1,0,nonexistent,0
35,admin.,single,6.0,yes,no,cellular,6,1,293,1,1,success,1
22,student,single,4.0,no,yes,cellular,6,1,563,1,2,failure,1
28,services,single,6.0,no,no,telephone,6,1,215,1,0,nonexistent,0
37,admin.,married,6.0,yes,no,telephone,6,1,30,1,0,nonexistent,0
44,services,single,4.0,no,no,telephone,6,1,20,1,0,nonexistent,0
33,services,married,4.0,no,no,cellular,6,1,472,1,1,failure,0
27,admin.,married,6.0,yes,no,cellular,6,1,262,3,0,nonexistent,0
29,self-employed,single,6.0,yes,no,cellular,6,1,167,2,1,failure,1
25,student,single,4.0,no,no,cellular,6,1,485,2,0,nonexistent,1
27,student,single,6.0,no,yes,cellular,6,1,237,2,4,success,0
31,technician,married,5.0,yes,no,cellular,6,2,619,2,1,success,1
29,admin.,married,4.0,yes,no,cellular,6,2,379,2,1,success,1
56,management,married,2.0,yes,no,cellular,6,2,910,1,2,success,1
60,housemaid,married,1.0,yes,no,cellular,6,2,700,3,1,failure,1
29,admin.,married,4.0,,,cellular,6,2,238,6,3,success,0
31,technician,married,5.0,yes,no,cellular,6,2,243,5,2,success,1
31,technician,married,5.0,yes,no,cellular,6,2,250,4,2,success,0
37,unemployed,married,6.0,yes,no,telephone,6,2,126,3,2,success,0
35,management,divorced,6.0,yes,yes,cellular,6,2,270,2,2,success,0
31,technician,married,5.0,yes,no,telephone,6,2,208,1,0,nonexistent,1
29,admin.,married,4.0,yes,no,cellular,6,3,292,1,1,failure,1
39,entrepreneur,single,6.0,yes,no,telephone,6,3,58,1,0,nonexistent,0
33,blue-collar,married,3.0,yes,no,telephone,6,3,15,1,2,failure,0
29,admin.,married,4.0,yes,no,cellular,6,3,605,3,0,nonexistent,1
24,student,single,4.0,no,no,cellular,6,3,288,6,1,success,1
28,management,single,6.0,yes,no,cellular,6,4,339,3,2,success,1
36,services,married,4.0,no,no,cellular,6,4,101,3,0,nonexistent,0
28,management,single,6.0,yes,no,cellular,6,4,383,1,1,success,1
29,technician,divorced,5.0,yes,yes,telephone,6,4,247,1,0,nonexistent,0
43,blue-collar,married,5.0,yes,yes,cellular,6,4,1720,1,0,nonexistent,1
38,blue-collar,single,4.0,yes,yes,telephone,6,4,21,1,0,nonexistent,0
24,student,single,4.0,yes,yes,cellular,6,4,344,1,0,nonexistent,0
24,student,single,4.0,yes,no,cellular,6,4,530,1,0,nonexistent,0
28,management,single,6.0,yes,no,cellular,6,4,169,1,0,nonexistent,1
78,retired,divorced,4.160934688394962,no,no,cellular,6,4,282,4,0,nonexistent,1
24,student,single,4.0,no,yes,cellular,6,4,176,2,2,failure,1
78,retired,divorced,4.160934688394962,no,no,cellular,6,4,544,1,0,nonexistent,1
65,,married,4.160934688394962,yes,no,cellular,6,4,301,2,2,success,1
26,admin.,single,6.0,no,yes,cellular,6,5,91,2,1,success,0
33,admin.,married,6.0,no,no,telephone,6,5,80,1,0,nonexistent,0
70,blue-collar,married,1.0,no,yes,cellular,6,5,252,1,1,success,1
62,retired,divorced,4.0,yes,no,cellular,6,5,201,4,0,nonexistent,0
41,entrepreneur,married,6.0,yes,no,telephone,6,5,23,1,0,nonexistent,0
30,admin.,married,4.0,yes,no,cellular,6,5,215,1,1,success,1
34,admin.,single,6.0,yes,no,telephone,6,1,100,1,0,nonexistent,0
27,technician,single,5.0,no,no,cellular,6,2,130,2,3,success,0
27,technician,single,5.0,no,no,cellular,6,2,136,2,0,nonexistent,0
18,student,single,1.0,yes,no,cellular,6,2,154,1,0,nonexistent,0
24,student,single,4.0,no,no,cellular,6,2,292,1,1,failure,0
36,management,married,6.0,no,no,cellular,6,2,867,1,2,success,1
36,management,married,6.0,no,no,cellular,6,2,522,1,2,success,1
32,admin.,single,6.0,no,no,cellular,6,2,856,1,2,success,1
45,admin.,divorced,6.0,no,yes,cellular,6,3,79,1,2,success,0
27,admin.,single,4.0,yes,no,telephone,6,3,193,1,1,failure,0
36,admin.,single,6.0,yes,no,cellular,6,3,883,1,1,failure,0
36,admin.,single,6.0,no,no,cellular,6,3,706,1,1,success,1
36,blue-collar,single,4.0,yes,yes,cellular,6,3,342,2,1,success,1
35,technician,divorced,5.0,no,no,cellular,6,3,66,1,2,failure,0
36,admin.,single,6.0,yes,yes,cellular,6,3,1407,1,0,nonexistent,1
36,blue-collar,single,4.0,no,no,cellular,6,3,339,1,1,success,1
35,technician,divorced,5.0,yes,yes,cellular,6,3,181,1,0,nonexistent,0
37,admin.,married,4.0,no,no,cellular,6,3,671,3,0,nonexistent,1
40,blue-collar,married,3.0,yes,no,cellular,6,3,133,3,2,success,0
24,student,single,4.0,no,no,cellular,6,3,112,2,2,success,0
33,management,single,6.0,yes,no,cellular,6,3,442,2,3,failure,0
22,student,single,4.0,yes,no,telephone,6,3,355,1,2,failure,0
59,technician,married,5.0,no,no,cellular,6,4,1207,4,1,failure,1
74,retired,divorced,1.0,no,no,telephone,6,4,369,1,1,failure,0
30,admin.,single,6.0,yes,no,telephone,6,4,316,1,0,nonexistent,0
44,self-employed,divorced,5.0,yes,no,cellular,6,4,310,1,0,nonexistent,1
43,management,married,6.0,no,no,cellular,6,4,185,1,0,nonexistent,0
44,self-employed,divorced,5.0,yes,yes,cellular,6,4,134,1,1,failure,0
31,unemployed,single,4.0,yes,no,cellular,6,4,167,3,0,nonexistent,0
37,unemployed,single,6.0,yes,no,cellular,6,4,122,2,1,success,0
30,admin.,single,6.0,no,no,cellular,6,4,124,1,0,nonexistent,0
38,technician,single,6.0,yes,yes,cellular,6,4,288,1,0,nonexistent,0
68,retired,married,1.0,yes,no,cellular,6,4,220,2,1,failure,0
25,services,single,3.0,no,no,telephone,6,4,180,1,0,nonexistent,0
33,management,single,4.0,no,no,telephone,6,4,15,1,0,nonexistent,0
33,admin.,married,4.0,no,no,telephone,6,4,11,1,0,nonexistent,0
26,unemployed,single,4.0,yes,no,telephone,6,4,22,1,0,nonexistent,0
39,admin.,married,6.0,yes,no,telephone,6,4,52,1,1,failure,0
47,technician,divorced,5.0,yes,no,telephone,6,4,9,1,0,nonexistent,0
69,retired,divorced,5.0,no,no,cellular,6,5,213,6,2,failure,1
37,technician,single,6.0,yes,no,cellular,6,5,300,1,2,failure,1
23,student,single,2.0,no,no,cellular,6,5,276,1,1,success,1
30,technician,married,6.0,no,yes,cellular,6,5,131,1,1,failure,0
30,technician,married,6.0,no,no,cellular,6,5,171,1,1,success,0
36,admin.,married,6.0,yes,yes,cellular,6,5,427,1,4,success,0
53,housemaid,married,4.0,yes,no,cellular,6,5,195,6,0,nonexistent,0
36,unemployed,married,5.0,yes,no,telephone,6,5,12,1,0,nonexistent,0
83,retired,divorced,1.0,no,yes,cellular,6,5,472,2,0,nonexistent,1
37,unemployed,single,6.0,no,no,cellular,6,5,249,2,0,nonexistent,0
69,retired,divorced,5.0,yes,no,telephone,6,5,359,5,0,nonexistent,0
27,admin.,single,6.0,yes,no,cellular,6,5,266,2,1,failure,1
53,management,divorced,6.0,yes,no,cellular,6,1,348,6,2,failure,0
33,services,married,4.0,yes,yes,telephone,6,1,54,1,0,nonexistent,0
37,unemployed,married,6.0,yes,no,cellular,6,1,614,3,2,success,1
51,admin.,married,6.0,no,no,cellular,6,1,297,4,0,nonexistent,1
51,admin.,married,6.0,yes,no,cellular,6,1,281,3,3,success,1
32,technician,married,6.0,no,no,cellular,6,1,132,3,1,failure,0
53,management,divorced,6.0,no,no,cellular,6,1,345,1,0,nonexistent,1
51,blue-collar,married,1.0,no,yes,cellular,6,1,325,1,1,success,1
34,admin.,single,6.0,yes,no,cellular,6,1,452,1,0,nonexistent,1
32,blue-collar,single,4.0,no,no,cellular,6,1,247,1,2,success,1
32,blue-collar,single,4.0,no,no,cellular,6,1,197,1,1,failure,0
37,self-employed,married,6.0,no,no,telephone,6,1,363,1,0,nonexistent,1
37,unemployed,married,6.0,no,no,telephone,6,1,198,1,0,nonexistent,1
62,blue-collar,married,4.0,yes,no,cellular,6,1,563,4,3,success,1
35,management,married,6.0,yes,no,cellular,6,1,150,3,0,nonexistent,0
37,self-employed,married,6.0,no,no,cellular,6,1,181,2,0,nonexistent,0
68,retired,married,1.0,yes,no,cellular,6,1,383,3,0,nonexistent,0
37,self-employed,married,6.0,no,no,telephone,6,1,133,4,0,nonexistent,0
38,technician,single,6.0,yes,no,cellular,6,1,737,6,0,nonexistent,1
36,management,married,6.0,no,no,cellular,6,2,265,1,1,failure,1
81,retired,divorced,4.0,no,no,cellular,6,2,279,1,4,failure,0
34,unemployed,single,6.0,no,no,cellular,6,2,401,1,0,nonexistent,1
50,blue-collar,married,1.0,no,no,cellular,6,2,135,4,1,failure,0
76,retired,married,5.0,yes,no,cellular,6,2,352,1,1,success,1
76,retired,married,5.0,yes,no,cellular,6,2,295,1,2,success,1
56,retired,married,4.0,no,no,cellular,6,2,383,1,1,success,1
64,retired,married,5.0,no,no,cellular,6,2,222,1,3,failure,1
27,unemployed,single,1.0,no,no,cellular,6,2,238,1,2,failure,0
27,admin.,single,4.0,no,no,cellular,6,2,586,2,0,nonexistent,1
23,student,single,3.0,yes,no,cellular,6,2,189,1,3,success,0
35,admin.,married,6.0,yes,no,cellular,6,2,385,1,1,success,0
25,student,single,4.0,yes,yes,cellular,6,2,660,2,3,success,1
38,entrepreneur,married,2.0,no,no,cellular,6,2,271,1,3,success,1
38,entrepreneur,married,2.0,yes,no,cellular,6,2,189,1,0,nonexistent,0
27,admin.,single,4.0,no,no,cellular,6,2,421,2,0,nonexistent,1
32,management,single,6.0,no,no,cellular,6,2,264,4,0,nonexistent,0
30,technician,single,5.0,yes,no,telephone,6,2,12,1,0,nonexistent,0
33,admin.,married,6.0,no,no,telephone,6,2,286,2,0,nonexistent,0
34,unemployed,single,6.0,yes,no,cellular,6,2,167,2,0,nonexistent,1
32,blue-collar,married,1.0,yes,no,telephone,6,2,13,1,1,failure,0
26,technician,single,5.0,no,no,telephone,6,2,8,1,0,nonexistent,0
26,admin.,married,4.0,no,no,cellular,6,3,598,4,3,failure,1
27,,single,6.0,yes,no,cellular,6,3,665,4,2,success,1
52,admin.,married,6.0,yes,no,cellular,6,3,255,2,0,nonexistent,0
26,admin.,married,4.0,no,no,cellular,6,3,428,1,0,nonexistent,0
30,technician,single,6.0,yes,no,telephone,6,3,263,1,2,failure,1
27,,single,6.0,yes,no,cellular,6,3,121,3,0,nonexistent,0
33,services,married,4.0,yes,no,cellular,6,3,274,2,2,success,1
56,retired,married,1.0,yes,no,cellular,6,3,337,2,2,success,1
29,technician,single,4.0,yes,no,telephone,6,3,6,1,0,nonexistent,0
86,retired,single,3.0,no,no,telephone,6,3,955,1,0,nonexistent,1
21,student,single,4.0,yes,yes,cellular,6,3,286,2,0,nonexistent,1
29,admin.,single,4.0,no,no,cellular,6,3,108,5,0,nonexistent,0
26,admin.,married,4.0,yes,yes,cellular,6,3,275,2,1,failure,1
66,retired,married,1.0,no,yes,cellular,6,3,319,2,0,nonexistent,1
31,technician,single,6.0,yes,no,telephone,6,3,119,1,0,nonexistent,0
52,admin.,married,6.0,yes,yes,cellular,6,3,241,4,3,failure,0
26,admin.,married,4.0,no,no,cellular,6,3,301,5,0,nonexistent,1
37,admin.,single,4.0,yes,yes,cellular,7,4,114,4,2,failure,0
37,admin.,single,4.0,no,no,telephone,7,4,494,4,3,failure,0
35,management,married,6.0,yes,yes,telephone,7,4,165,1,1,failure,0
34,admin.,married,4.0,yes,no,telephone,7,4,12,1,1,failure,0
29,admin.,single,4.0,no,no,telephone,7,4,28,1,0,nonexistent,0
60,management,married,6.0,yes,yes,cellular,7,4,395,1,2,success,1
37,admin.,single,4.0,no,no,cellular,7,4,609,2,3,success,1
27,admin.,single,4.0,no,no,cellular,7,4,113,2,2,failure,0
38,admin.,married,4.0,no,no,cellular,7,4,561,2,2,success,1
33,blue-collar,married,6.0,no,no,telephone,7,4,12,1,0,nonexistent,0
38,unemployed,divorced,4.0,no,no,telephone,7,4,10,1,0,nonexistent,0
39,blue-collar,married,2.0,yes,no,telephone,7,5,25,1,1,success,0
27,services,single,4.0,no,no,cellular,7,5,423,3,0,nonexistent,1
37,admin.,single,6.0,yes,no,cellular,7,5,96,2,3,success,0
33,admin.,married,6.0,yes,yes,cellular,7,5,217,3,0,nonexistent,1
37,admin.,single,6.0,yes,no,cellular,7,5,844,2,3,success,0
55,admin.,married,6.0,yes,no,cellular,7,5,687,1,2,failure,1
35,admin.,single,6.0,no,no,cellular,7,5,391,5,1,success,1
27,services,single,4.0,,,cellular,7,5,179,1,1,failure,1
25,blue-collar,single,3.0,no,yes,cellular,7,5,667,1,0,nonexistent,1
55,admin.,married,6.0,yes,yes,cellular,7,5,129,2,1,failure,0
48,admin.,single,6.0,yes,no,cellular,7,5,194,2,1,success,1
52,admin.,single,4.0,no,no,telephone,7,1,9,1,1,failure,0
41,admin.,divorced,6.0,no,no,cellular,7,1,101,3,0,nonexistent,0
34,technician,single,6.0,yes,no,cellular,7,1,251,3,0,nonexistent,1
25,admin.,married,4.0,yes,no,telephone,7,1,29,1,0,nonexistent,0
32,technician,married,6.0,yes,yes,telephone,7,1,17,1,0,nonexistent,0
41,admin.,divorced,6.0,no,no,cellular,7,1,128,2,0,nonexistent,1
33,admin.,single,6.0,yes,no,cellular,7,1,175,4,0,nonexistent,0
41,admin.,divorced,6.0,yes,no,cellular,7,1,140,1,2,success,1
33,admin.,single,6.0,yes,no,cellular,7,1,182,1,0,nonexistent,0
30,admin.,single,6.0,yes,no,cellular,7,2,255,2,1,success,0
21,student,single,3.0,yes,no,cellular,7,2,209,2,0,nonexistent,1
46,admin.,married,4.0,yes,no,cellular,7,2,267,1,0,nonexistent,1
46,admin.,married,4.0,yes,no,cellular,7,2,335,3,2,failure,1
30,admin.,single,6.0,no,no,cellular,7,2,212,1,2,success,0
83,housemaid,divorced,1.0,yes,yes,cellular,7,2,257,1,3,failure,0
29,admin.,single,4.0,no,no,cellular,7,2,319,1,0,nonexistent,1
35,admin.,single,6.0,no,no,telephone,7,2,42,1,0,nonexistent,0
46,admin.,married,4.0,yes,yes,cellular,7,2,396,1,2,success,1
43,self-employed,married,6.0,no,no,cellular,7,2,386,3,1,failure,1
83,housemaid,divorced,1.0,yes,no,cellular,7,2,667,2,1,success,1
21,student,single,3.0,yes,yes,telephone,7,2,295,1,0,nonexistent,0
35,entrepreneur,single,6.0,yes,no,cellular,7,3,156,1,2,failure,0
55,admin.,married,4.0,no,no,telephone,7,3,229,1,1,success,1
33,admin.,married,4.0,yes,yes,telephone,7,3,398,2,1,failure,1
35,admin.,married,4.0,yes,no,cellular,7,3,273,2,1,success,1
36,services,married,4.0,no,no,telephone,7,3,276,2,0,nonexistent,1
34,admin.,single,4.0,no,no,cellular,7,3,346,1,1,failure,1
57,,married,1.0,yes,no,cellular,7,3,183,3,0,nonexistent,0
58,admin.,married,4.0,yes,no,cellular,7,4,214,4,2,failure,0
75,retired,married,6.0,yes,no,cellular,7,4,229,1,2,failure,1
29,admin.,single,4.0,yes,no,cellular,7,4,480,1,1,success,1
37,admin.,married,4.0,,,cellular,7,4,294,1,1,failure,1
21,student,single,4.160934688394962,yes,yes,cellular,7,4,173,11,2,failure,0
25,services,single,4.0,no,yes,telephone,7,4,411,2,4,success,1
21,student,single,4.160934688394962,no,no,telephone,7,4,250,1,1,success,1
21,student,single,4.160934688394962,no,no,cellular,7,4,184,1,0,nonexistent,0
21,student,single,4.160934688394962,yes,no,cellular,7,4,968,1,2,failure,1
32,admin.,single,6.0,no,no,telephone,7,4,14,1,0,nonexistent,0
39,technician,married,5.0,yes,no,cellular,7,4,202,1,1,failure,0
58,admin.,married,4.0,yes,yes,cellular,7,4,414,2,0,nonexistent,1
25,admin.,single,4.0,no,no,cellular,7,4,449,2,0,nonexistent,1
37,admin.,married,4.0,yes,no,cellular,7,4,230,2,0,nonexistent,0
34,self-employed,single,6.0,no,no,cellular,7,4,967,3,0,nonexistent,1
21,student,single,4.160934688394962,no,no,telephone,7,4,220,7,1,failure,0
25,services,single,4.0,yes,no,telephone,7,4,312,2,2,failure,0
73,retired,divorced,5.0,yes,no,cellular,7,4,131,2,0,nonexistent,0
34,admin.,married,6.0,yes,no,cellular,7,4,344,1,2,failure,1
72,retired,married,1.0,no,yes,cellular,7,5,483,4,1,success,1
26,unemployed,married,4.0,yes,no,cellular,7,5,474,7,0,nonexistent,1
72,retired,married,1.0,yes,no,cellular,7,5,119,9,1,failure,0
72,retired,married,1.0,yes,no,cellular,7,5,582,2,1,failure,0
32,admin.,single,6.0,yes,no,cellular,7,5,1185,1,0,nonexistent,0
46,admin.,married,6.0,yes,no,cellular,7,5,341,3,0,nonexistent,1
32,entrepreneur,married,6.0,no,yes,cellular,7,5,116,1,0,nonexistent,0
79,retired,married,1.0,no,yes,cellular,7,5,464,1,1,failure,1
33,blue-collar,single,5.0,no,yes,telephone,7,5,15,1,0,nonexistent,0
33,unemployed,married,6.0,yes,no,telephone,7,5,25,1,0,nonexistent,0
26,unemployed,single,4.0,yes,no,telephone,7,5,23,1,0,nonexistent,0
33,blue-collar,married,3.0,no,yes,telephone,7,1,9,1,0,nonexistent,0
59,retired,divorced,1.0,no,no,cellular,7,1,410,2,0,nonexistent,0
39,admin.,divorced,6.0,yes,yes,cellular,7,1,398,10,1,failure,1
36,technician,single,6.0,yes,yes,cellular,7,1,305,4,1,success,0
59,retired,divorced,1.0,no,yes,cellular,7,1,210,3,2,failure,1
39,admin.,divorced,6.0,no,yes,cellular,7,1,375,3,0,nonexistent,1
28,blue-collar,single,4.0,no,yes,cellular,7,1,101,2,2,failure,0
62,technician,married,4.160934688394962,no,yes,cellular,7,1,123,2,1,success,0
35,technician,single,5.0,no,no,cellular,7,1,562,4,0,nonexistent,1
62,technician,married,4.160934688394962,,,cellular,7,1,220,3,1,failure,1
62,technician,married,4.160934688394962,no,no,cellular,7,1,167,1,0,nonexistent,0
62,technician,married,4.160934688394962,yes,no,cellular,7,1,273,1,1,success,0
27,admin.,single,6.0,no,yes,cellular,7,1,537,1,0,nonexistent,1
28,student,single,4.0,yes,yes,cellular,7,1,154,1,2,failure,0
24,admin.,single,4.0,no,no,cellular,7,1,452,1,1,success,1
19,student,single,3.0,no,yes,telephone,7,1,567,1,2,success,1
59,retired,divorced,1.0,yes,yes,cellular,7,1,796,1,1,success,1
28,blue-collar,single,4.0,no,no,cellular,7,1,194,3,0,nonexistent,0
19,student,single,3.0,yes,no,cellular,7,1,236,2,0,nonexistent,0
62,technician,married,4.160934688394962,no,no,cellular,7,1,262,2,2,failure,1
62,technician,married,4.160934688394962,yes,no,cellular,7,1,248,1,2,failure,1
33,admin.,single,6.0,yes,no,cellular,7,1,289,1,1,failure,0
27,admin.,single,6.0,no,no,cellular,7,1,200,6,0,nonexistent,0
28,student,single,4.0,yes,no,cellular,7,1,250,2,1,success,1
29,admin.,married,6.0,yes,yes,cellular,7,2,256,2,1,success,0
73,retired,married,1.0,yes,no,cellular,7,2,305,1,0,nonexistent,1
29,admin.,single,4.0,no,no,cellular,7,2,195,2,3,success,1
22,services,single,5.0,no,no,cellular,7,2,363,1,1,failure,1
83,retired,married,6.0,yes,no,cellular,7,2,178,1,2,success,1
32,services,married,2.0,yes,yes,telephone,7,2,35,1,0,nonexistent,0
83,retired,married,6.0,no,no,telephone,7,2,617,1,1,success,1
66,retired,married,4.0,no,no,cellular,7,2,475,1,0,nonexistent,1
66,retired,married,4.0,yes,no,cellular,7,2,317,1,0,nonexistent,1
29,admin.,married,6.0,yes,no,cellular,7,2,88,1,2,failure,0
29,admin.,married,6.0,,,cellular,7,2,311,1,1,success,1
24,student,single,4.0,yes,yes,cellular,7,2,316,3,1,failure,0
31,unemployed,single,6.0,yes,no,cellular,7,2,309,1,3,success,1
35,technician,single,5.0,yes,no,cellular,7,2,337,1,1,success,1
35,technician,single,5.0,yes,no,cellular,7,2,360,1,2,success,1
22,services,single,5.0,no,no,cellular,7,2,256,3,1,failure,1
73,retired,married,1.0,yes,yes,telephone,7,2,538,2,0,nonexistent,0
29,blue-collar,single,2.0,yes,no,telephone,7,2,151,1,0,nonexistent,0
35,technician,single,5.0,yes,no,cellular,7,2,577,6,1,success,1
29,admin.,single,4.0,yes,no,cellular,7,2,272,3,1,success,1
32,technician,divorced,5.0,yes,no,telephone,7,3,18,1,0,nonexistent,0
53,blue-collar,single,3.0,no,no,telephone,7,3,413,1,2,success,1
30,student,single,5.0,yes,no,cellular,7,3,334,4,2,failure,1
31,admin.,single,4.0,yes,no,cellular,7,3,91,1,1,failure,0
29,technician,single,3.0,yes,no,cellular,7,3,603,1,0,nonexistent,1
53,blue-collar,single,3.0,yes,no,cellular,7,3,355,1,0,nonexistent,1
45,management,married,6.0,yes,no,cellular,7,3,817,2,0,nonexistent,1
29,technician,single,5.0,yes,no,cellular,7,3,133,3,0,nonexistent,0
29,technician,single,3.0,yes,no,telephone,7,3,247,1,1,success,1
78,retired,married,4.160934688394962,yes,no,cellular,7,3,203,1,1,failure,0
29,admin.,single,6.0,yes,no,cellular,7,3,276,1,0,nonexistent,1
34,services,married,3.0,no,no,cellular,7,3,604,1,0,nonexistent,1
53,blue-collar,single,3.0,yes,no,telephone,7,3,897,2,0,nonexistent,1
35,admin.,married,6.0,yes,no,cellular,7,3,287,2,1,failure,1
34,services,married,3.0,yes,yes,cellular,7,3,86,3,1,failure,0
30,student,single,5.0,yes,no,telephone,7,3,343,9,0,nonexistent,0
78,retired,married,4.160934688394962,yes,no,cellular,7,3,87,3,0,nonexistent,1
44,blue-collar,divorced,1.0,no,no,telephone,7,3,71,1,0,nonexistent,0
23,blue-collar,single,3.0,yes,no,cellular,7,4,268,5,1,failure,1
27,blue-collar,single,4.0,yes,no,cellular,7,4,185,5,2,failure,0
52,technician,married,2.0,yes,no,cellular,7,4,219,1,1,success,1
50,management,married,6.0,yes,no,cellular,7,4,367,1,0,nonexistent,1
37,services,married,4.0,no,no,cellular,7,4,346,1,2,success,1
28,services,single,4.0,yes,no,cellular,7,4,957,1,1,success,1
32,services,single,4.160934688394962,no,yes,cellular,7,4,415,2,0,nonexistent,1
30,admin.,single,6.0,no,no,cellular,7,4,252,1,2,success,1
28,self-employed,single,6.0,no,no,cellular,7,4,178,1,2,failure,0
32,admin.,single,6.0,yes,no,cellular,7,4,250,2,1,success,0
20,student,single,3.0,yes,no,cellular,7,4,361,3,3,success,1
80,retired,married,1.0,no,no,telephone,7,4,552,2,0,nonexistent,1
70,retired,divorced,1.0,no,no,cellular,7,4,390,2,2,success,1
35,admin.,married,6.0,no,no,cellular,7,4,951,2,1,success,1
23,blue-collar,single,3.0,no,no,cellular,7,4,250,4,1,failure,1
32,admin.,single,6.0,yes,no,cellular,7,4,210,2,1,success,0
28,self-employed,single,6.0,yes,no,cellular,7,4,198,2,0,nonexistent,1
47,admin.,single,3.0,yes,yes,cellular,7,4,392,2,1,success,1
38,technician,married,5.0,no,no,cellular,7,4,561,2,0,nonexistent,0
54,retired,single,1.0,yes,no,cellular,7,4,392,4,0,nonexistent,0
63,retired,married,1.0,yes,no,cellular,7,4,261,1,1,success,0
31,admin.,single,6.0,yes,no,cellular,7,5,815,2,2,success,1
26,technician,single,6.0,no,no,cellular,7,5,129,2,1,success,0
32,admin.,single,6.0,no,no,cellular,7,5,184,1,3,failure,0
44,admin.,married,4.160934688394962,no,no,cellular,7,5,745,1,1,failure,1
31,admin.,married,4.0,no,no,cellular,7,5,136,8,0,nonexistent,0
60,admin.,married,6.0,no,no,cellular,7,5,316,1,2,success,1
51,admin.,married,6.0,no,yes,cellular,7,5,486,1,0,nonexistent,1
31,admin.,married,4.0,yes,yes,cellular,7,5,44,4,0,nonexistent,0
43,technician,divorced,4.160934688394962,no,no,cellular,7,5,377,1,1,failure,0
31,admin.,married,6.0,no,no,cellular,7,5,106,1,0,nonexistent,0
27,admin.,single,4.0,yes,no,telephone,7,5,7,1,0,nonexistent,0
29,admin.,single,4.0,yes,no,cellular,7,5,268,2,1,success,1
26,technician,single,6.0,yes,no,cellular,7,5,806,3,2,success,1
32,management,single,6.0,no,no,cellular,7,5,237,2,1,failure,0
51,admin.,married,6.0,no,yes,cellular,7,5,73,4,0,nonexistent,0
